2018-03-14 18:51:54,605|INFO|112|_initlog|logger is inited!
2018-03-14 19:07:41,818|INFO|111|_initlog|



2018-03-14 19:07:41,818|INFO|112|_initlog|logger is inited!
2018-03-14 19:10:38,979|INFO|111|_initlog|



2018-03-14 19:10:38,979|INFO|112|_initlog|logger is inited!
2018-03-14 19:12:57,519|INFO|111|_initlog|



2018-03-14 19:12:57,519|INFO|112|_initlog|logger is inited!
2018-03-14 19:17:11,265|INFO|111|_initlog|



2018-03-14 19:17:11,265|INFO|112|_initlog|logger is inited!
2018-03-14 19:18:34,180|INFO|111|_initlog|



2018-03-14 19:18:34,180|INFO|112|_initlog|logger is inited!
2018-03-14 19:19:59,223|INFO|111|_initlog|



2018-03-14 19:19:59,223|INFO|112|_initlog|logger is inited!
2018-03-14 19:20:58,125|INFO|111|_initlog|



2018-03-14 19:20:58,125|INFO|112|_initlog|logger is inited!
2018-03-14 19:31:31,301|INFO|111|_initlog|



2018-03-14 19:31:31,301|INFO|112|_initlog|logger is inited!
2018-03-14 20:25:15,525|INFO|111|_initlog|



2018-03-14 20:25:15,525|INFO|112|_initlog|logger is inited!
2018-03-16 16:04:14,131|INFO|111|_initlog|



2018-03-16 16:04:14,161|INFO|112|_initlog|logger is inited!
2018-03-16 17:24:10,078|INFO|111|_initlog|



2018-03-16 17:24:10,078|INFO|112|_initlog|logger is inited!
2018-03-16 17:28:14,239|INFO|111|_initlog|



2018-03-16 17:28:14,239|INFO|112|_initlog|logger is inited!
2018-03-20 13:55:05,286|INFO|111|_initlog|



2018-03-20 13:55:05,293|INFO|112|_initlog|logger is inited!
2018-03-20 14:06:22,426|INFO|111|_initlog|



2018-03-20 14:06:22,427|INFO|112|_initlog|logger is inited!
2018-03-20 14:09:49,278|INFO|111|_initlog|



2018-03-20 14:09:49,279|INFO|112|_initlog|logger is inited!
2018-03-20 15:10:25,665|INFO|111|_initlog|



2018-03-20 15:10:25,665|INFO|112|_initlog|logger is inited!
2018-04-04 17:36:18,857|INFO|111|_initlog|



2018-04-04 17:36:18,877|INFO|112|_initlog|logger is inited!
2018-04-11 15:53:35,959|INFO|111|_initlog|



2018-04-11 15:53:35,973|INFO|112|_initlog|logger is inited!
2018-04-11 15:54:48,213|INFO|111|_initlog|



2018-04-11 15:54:48,213|INFO|112|_initlog|logger is inited!
2018-04-11 15:56:03,352|INFO|111|_initlog|



2018-04-11 15:56:03,352|INFO|112|_initlog|logger is inited!
2018-04-11 15:57:14,240|INFO|111|_initlog|



2018-04-11 15:57:14,240|INFO|112|_initlog|logger is inited!
2018-04-11 15:59:55,573|INFO|111|_initlog|



2018-04-11 15:59:55,575|INFO|112|_initlog|logger is inited!
2018-04-13 16:12:57,802|INFO|111|_initlog|



2018-04-13 16:12:57,825|INFO|112|_initlog|logger is inited!
2018-04-13 16:14:52,355|INFO|111|_initlog|



2018-04-13 16:14:52,355|INFO|112|_initlog|logger is inited!
2018-04-18 12:13:52,573|INFO|111|_initlog|



2018-04-18 12:13:52,592|INFO|112|_initlog|logger is inited!
2018-04-24 10:15:44,293|INFO|111|_initlog|



2018-04-24 10:15:44,312|INFO|112|_initlog|logger is inited!
2018-04-24 10:18:14,677|INFO|111|_initlog|



2018-04-24 10:18:14,677|INFO|112|_initlog|logger is inited!
2018-04-24 10:32:07,153|INFO|111|_initlog|



2018-04-24 10:32:07,153|INFO|112|_initlog|logger is inited!
2018-04-24 10:58:07,973|INFO|111|_initlog|



2018-04-24 10:58:07,973|INFO|112|_initlog|logger is inited!
2018-04-24 12:21:40,201|INFO|111|_initlog|



2018-04-24 12:21:40,201|INFO|112|_initlog|logger is inited!
2018-05-11 14:06:56,844|INFO|111|_initlog|



2018-05-11 14:06:56,872|INFO|112|_initlog|logger is inited!
2018-05-11 14:13:32,805|INFO|111|_initlog|



2018-05-11 14:13:32,805|INFO|112|_initlog|logger is inited!
2018-05-29 16:59:11,079|INFO|111|_initlog|



2018-05-29 16:59:11,092|INFO|112|_initlog|logger is inited!
2018-05-29 17:00:36,813|INFO|111|_initlog|



2018-05-29 17:00:36,813|INFO|112|_initlog|logger is inited!
2018-05-29 17:05:01,252|INFO|111|_initlog|



2018-05-29 17:05:01,252|INFO|112|_initlog|logger is inited!
2018-05-29 17:05:29,368|INFO|111|_initlog|



2018-05-29 17:05:29,368|INFO|112|_initlog|logger is inited!
2018-05-29 17:09:46,996|INFO|111|_initlog|



2018-05-29 17:09:46,996|INFO|112|_initlog|logger is inited!
2018-05-29 17:12:01,549|INFO|111|_initlog|



2018-05-29 17:12:01,549|INFO|112|_initlog|logger is inited!
2018-05-29 17:15:39,048|INFO|111|_initlog|



2018-05-29 17:15:39,048|INFO|112|_initlog|logger is inited!
2018-05-29 17:35:10,467|INFO|111|_initlog|



2018-05-29 17:35:10,467|INFO|112|_initlog|logger is inited!
2018-05-30 12:20:13,055|INFO|111|_initlog|



2018-05-30 12:20:13,059|INFO|112|_initlog|logger is inited!
2018-05-30 12:23:13,046|INFO|111|_initlog|



2018-05-30 12:23:13,046|INFO|112|_initlog|logger is inited!
2018-05-30 16:37:32,009|INFO|111|_initlog|



2018-05-30 16:37:32,009|INFO|112|_initlog|logger is inited!
2018-05-30 18:08:05,630|INFO|111|_initlog|



2018-05-30 18:08:05,637|INFO|112|_initlog|logger is inited!
2018-05-30 18:35:01,035|INFO|111|_initlog|



2018-05-30 18:35:01,035|INFO|112|_initlog|logger is inited!
2018-06-01 17:45:58,809|INFO|111|_initlog|



2018-06-01 17:45:58,818|INFO|112|_initlog|logger is inited!
2018-06-01 17:51:40,339|INFO|111|_initlog|



2018-06-01 17:51:40,349|INFO|112|_initlog|logger is inited!
2018-07-06 11:13:23,584|INFO|111|_initlog|



2018-07-06 11:13:23,589|INFO|112|_initlog|logger is inited!
2018-07-06 11:17:25,882|INFO|111|_initlog|



2018-07-06 11:17:25,884|INFO|112|_initlog|logger is inited!
2018-07-09 16:21:16,454|INFO|111|_initlog|



2018-07-09 16:21:16,467|INFO|112|_initlog|logger is inited!
2018-07-09 16:25:25,381|INFO|111|_initlog|



2018-07-09 16:25:25,381|INFO|112|_initlog|logger is inited!
2018-10-16 16:00:27,857|INFO|111|_initlog|



2018-10-16 16:00:27,867|INFO|112|_initlog|logger is inited!
2018-10-30 14:47:40,394|INFO|111|_initlog|



2018-10-30 14:47:40,411|INFO|112|_initlog|logger is inited!
2018-10-30 14:47:55,338|INFO|111|_initlog|



2018-10-30 14:47:55,338|INFO|112|_initlog|logger is inited!
2018-10-30 14:54:59,848|INFO|111|_initlog|



2018-10-30 14:54:59,848|INFO|112|_initlog|logger is inited!
2018-10-30 14:56:39,969|INFO|111|_initlog|



2018-10-30 14:56:39,969|INFO|112|_initlog|logger is inited!
2018-10-30 20:18:02,523|INFO|111|_initlog|



2018-10-30 20:18:02,542|INFO|112|_initlog|logger is inited!
2018-10-30 20:18:25,559|INFO|111|_initlog|



2018-10-30 20:18:25,559|INFO|112|_initlog|logger is inited!
2018-10-30 20:21:07,542|INFO|111|_initlog|



2018-10-30 20:21:07,542|INFO|112|_initlog|logger is inited!
2018-10-31 18:19:30,711|INFO|111|_initlog|



2018-10-31 18:19:30,720|INFO|112|_initlog|logger is inited!
2018-10-31 18:37:41,398|INFO|111|_initlog|



2018-10-31 18:37:41,398|INFO|112|_initlog|logger is inited!
2018-10-31 18:44:06,486|INFO|111|_initlog|



2018-10-31 18:44:06,486|INFO|112|_initlog|logger is inited!
2018-10-31 18:58:47,490|INFO|111|_initlog|



2018-10-31 18:58:47,490|INFO|112|_initlog|logger is inited!
2018-10-31 18:59:00,380|INFO|111|_initlog|



2018-10-31 18:59:00,380|INFO|112|_initlog|logger is inited!
2018-10-31 20:59:54,753|INFO|111|_initlog|



2018-10-31 20:59:54,762|INFO|112|_initlog|logger is inited!
2018-11-01 10:13:50,253|INFO|111|_initlog|



2018-11-01 10:13:50,262|INFO|112|_initlog|logger is inited!
2018-11-01 10:26:51,904|INFO|111|_initlog|



2018-11-01 10:26:51,904|INFO|112|_initlog|logger is inited!
2018-11-01 14:36:18,729|INFO|111|_initlog|



2018-11-01 14:36:18,737|INFO|112|_initlog|logger is inited!
2018-11-01 14:56:46,040|INFO|111|_initlog|



2018-11-01 14:56:46,046|INFO|112|_initlog|logger is inited!
2018-11-02 10:15:51,453|INFO|111|_initlog|



2018-11-02 10:15:51,461|INFO|112|_initlog|logger is inited!
2018-11-02 10:28:46,269|INFO|111|_initlog|



2018-11-02 10:28:46,269|INFO|112|_initlog|logger is inited!
2018-11-02 16:21:24,496|INFO|111|_initlog|



2018-11-02 16:21:24,513|INFO|112|_initlog|logger is inited!
2018-11-02 16:54:11,140|INFO|111|_initlog|



2018-11-02 16:54:11,144|INFO|112|_initlog|logger is inited!
2018-11-05 16:20:08,138|INFO|111|_initlog|



2018-11-05 16:20:08,161|INFO|112|_initlog|logger is inited!
2018-11-05 16:21:52,696|INFO|111|_initlog|



2018-11-05 16:21:52,703|INFO|112|_initlog|logger is inited!
2018-11-05 16:25:47,361|INFO|111|_initlog|



2018-11-05 16:25:47,368|INFO|112|_initlog|logger is inited!
2018-11-05 16:48:25,456|INFO|111|_initlog|



2018-11-05 16:48:25,459|INFO|112|_initlog|logger is inited!
2018-11-05 17:00:59,625|INFO|111|_initlog|



2018-11-05 17:00:59,637|INFO|112|_initlog|logger is inited!
2018-11-05 17:03:13,075|INFO|111|_initlog|



2018-11-05 17:03:13,075|INFO|112|_initlog|logger is inited!
2018-11-05 17:05:22,151|INFO|111|_initlog|



2018-11-05 17:05:22,151|INFO|112|_initlog|logger is inited!
2018-11-05 17:07:37,959|INFO|111|_initlog|



2018-11-05 17:07:37,960|INFO|112|_initlog|logger is inited!
2018-11-08 11:06:36,453|INFO|111|_initlog|



2018-11-08 11:06:36,459|INFO|112|_initlog|logger is inited!
2018-11-13 19:18:39,282|INFO|111|_initlog|



2018-11-13 19:18:39,289|INFO|112|_initlog|logger is inited!
2018-11-15 16:30:12,532|INFO|111|_initlog|



2018-11-15 16:30:12,533|INFO|112|_initlog|logger is inited!
2018-11-15 16:32:50,907|INFO|111|_initlog|



2018-11-15 16:32:50,907|INFO|112|_initlog|logger is inited!
2018-11-15 16:33:53,125|INFO|111|_initlog|



2018-11-15 16:33:53,125|INFO|112|_initlog|logger is inited!
2018-11-16 17:20:44,062|INFO|111|_initlog|



2018-11-16 17:20:44,062|INFO|112|_initlog|logger is inited!
2018-11-16 17:22:01,101|INFO|111|_initlog|



2018-11-16 17:22:01,101|INFO|112|_initlog|logger is inited!
2018-11-16 17:22:58,260|INFO|111|_initlog|



2018-11-16 17:22:58,260|INFO|112|_initlog|logger is inited!
